title,star_rating,price,source,title_cleaned
Jackie After Jack: Portrait of the Lady,3.95,0.0,Goodreads_Real,jackie after jack portrait of the lady
The Complete Pelican Shakespeare,4.5,0.0,Goodreads_Real,the complete pelican shakespeare
The Meanest Thing To Say,3.54,0.0,Goodreads_Real,the meanest thing to say
Texas Hold'em for Dummies,3.82,0.0,Goodreads_Real,texas holdem for dummies
Fantastic Four  Volume 3,3.95,0.0,Goodreads_Real,fantastic four  volume 3
There's No Toilet Paper . . . on the Road Less Traveled: The Best of Travel Humor and Misadventure,3.38,0.0,Goodreads_Real,theres no toilet paper    on the road less traveled the best of travel humor and misadventure
Heart Songs and Other Stories,3.94,0.0,Goodreads_Real,heart songs and other stories
The Mammoth Book of Golden Age Science Fiction: Ten Classic Stories from the Birth of Modern Science Fiction Writing,3.93,0.0,Goodreads_Real,the mammoth book of golden age science fiction ten classic stories from the birth of modern science fiction writing
Suffer the Little Children (Commissario Brunetti  #16),3.79,0.0,Goodreads_Real,suffer the little children commissario brunetti  16
Peril's Gate (Wars of Light & Shadow #6; Arc 3 - Alliance of Light  #3),4.16,0.0,Goodreads_Real,perils gate wars of light  shadow 6 arc 3  alliance of light  3
Prétear  Vol. 2 (Prétear  #2),4.0,0.0,Goodreads_Real,prétear  vol 2 prétear  2
Zone of the Enders: The 2nd Runner Official Strategy Guide,5.0,0.0,Goodreads_Real,zone of the enders the 2nd runner official strategy guide
Chosen But Free,3.31,0.0,Goodreads_Real,chosen but free
Animals in Translation: Using the Mysteries of Autism to Decode Animal Behavior,4.14,0.0,Goodreads_Real,animals in translation using the mysteries of autism to decode animal behavior
Granta 85: Hidden Histories,3.83,0.0,Goodreads_Real,granta 85 hidden histories
The Quilter's Homecoming (Elm Creek Quilts  #10),4.04,0.0,Goodreads_Real,the quilters homecoming elm creek quilts  10
Teach Us To Outgrow Our Madness,3.86,0.0,Goodreads_Real,teach us to outgrow our madness
The Boys in the Boat: Nine Americans and Their Epic Quest for Gold at the 1936 Berlin Olympics,4.0,22.6,Scraped_Fictional,the boys in the boat nine americans and their epic quest for gold at the 1936 berlin olympics
Stephen King from A to Z: An Encyclopedia of His Life and Work,3.83,0.0,Goodreads_Real,stephen king from a to z an encyclopedia of his life and work
Le Réseau Kinakuta (Cryptonomicon  #2),4.1,0.0,Goodreads_Real,le réseau kinakuta cryptonomicon  2
The Road to Serfdom,4.18,0.0,Goodreads_Real,the road to serfdom
Loving Will Shakespeare,3.47,0.0,Goodreads_Real,loving will shakespeare
Marijuana Horticulture: The Indoor/Outdoor Medical Grower's Bible,4.39,0.0,Goodreads_Real,marijuana horticulture the indooroutdoor medical growers bible
Three Philosophies of Life: EcclesiastesLife As Vanity  JobLife As Suffering  Song of SongsLife As Love,4.3,0.0,Goodreads_Real,three philosophies of life ecclesiasteslife as vanity  joblife as suffering  song of songslife as love
The Letters of J.R.R. Tolkien,4.15,0.0,Goodreads_Real,the letters of jrr tolkien
Don't Make Me Think: A Common Sense Approach to Web Usability,4.25,0.0,Goodreads_Real,dont make me think a common sense approach to web usability
The Face,3.71,0.0,Goodreads_Real,the face
The Mad Ship (Liveship Traders  #2),4.23,0.0,Goodreads_Real,the mad ship liveship traders  2
The River at the Center of the World: A Journey Up the Yangtze & Back in Chinese Time,3.92,0.0,Goodreads_Real,the river at the center of the world a journey up the yangtze  back in chinese time
Hellstrom's Hive,3.69,0.0,Goodreads_Real,hellstroms hive
Buried Child,3.91,0.0,Goodreads_Real,buried child
The Beatles and Philosophy: Nothing You Can Think that Can't Be Thunk,3.63,0.0,Goodreads_Real,the beatles and philosophy nothing you can think that cant be thunk
Ghost Hunters: William James and the Search for Scientific Proof of Life After Death,3.7,0.0,Goodreads_Real,ghost hunters william james and the search for scientific proof of life after death
Last Night: Stories,3.9,0.0,Goodreads_Real,last night stories
The Jane Austen Book Club,3.08,0.0,Goodreads_Real,the jane austen book club
Misty of Chincoteague (Misty  #1),4.05,0.0,Goodreads_Real,misty of chincoteague misty  1
Carter Beats the Devil,4.09,0.0,Goodreads_Real,carter beats the devil
The Finer Points of Sausage Dogs (Portuguese Irregular Verbs  #2),3.69,0.0,Goodreads_Real,the finer points of sausage dogs portuguese irregular verbs  2
Danny the Champion of the World,4.09,0.0,Goodreads_Real,danny the champion of the world
Trainspotting (Mark Renton  #2),4.09,0.0,Goodreads_Real,trainspotting mark renton  2
Cromartie High School  Vol. 05,4.28,0.0,Goodreads_Real,cromartie high school  vol 05
22 Indigo Place,3.63,0.0,Goodreads_Real,22 indigo place
Jerusalem Inn (Richard Jury  #5),3.96,0.0,Goodreads_Real,jerusalem inn richard jury  5
Swann's Way (Remembrance of Things Past  #1),4.14,0.0,Goodreads_Real,swanns way remembrance of things past  1
The Confident Child,3.63,0.0,Goodreads_Real,the confident child
The Tale of the Unknown Island,3.89,0.0,Goodreads_Real,the tale of the unknown island
Little Women,4.07,0.0,Goodreads_Real,little women
Early Greek Philosophy,4.09,0.0,Goodreads_Real,early greek philosophy
The Enchiridion on Faith Hope and Love (Augustine Series 1),4.04,0.0,Goodreads_Real,the enchiridion on faith hope and love augustine series 1
Pilgrims Pa,3.13,0.0,Goodreads_Real,pilgrims pa
Allusions in Ulysses: An Annotated List,4.04,0.0,Goodreads_Real,allusions in ulysses an annotated list
Riddley Walker,4.03,0.0,Goodreads_Real,riddley walker
The First Four Years (Little House  #9),3.89,0.0,Goodreads_Real,the first four years little house  9
The Life You Were Born to Live,4.11,0.0,Goodreads_Real,the life you were born to live
The Hitchhiker's Guide to the Galaxy: The Quintessential Phase (Hitchhiker's Guide: Radio Play  #5),4.37,0.0,Goodreads_Real,the hitchhikers guide to the galaxy the quintessential phase hitchhikers guide radio play  5
Cuba: A New History,4.06,0.0,Goodreads_Real,cuba a new history
Wings of Fire (Inspector Ian Rutledge  #2),3.99,0.0,Goodreads_Real,wings of fire inspector ian rutledge  2
In Favor of the Sensitive Man and Other Essays,4.02,0.0,Goodreads_Real,in favor of the sensitive man and other essays
The Well at the World's End: Volume II,3.9,0.0,Goodreads_Real,the well at the worlds end volume ii
Saint Joan/Major Barbara/Androcles and the Lion,3.67,0.0,Goodreads_Real,saint joanmajor barbaraandrocles and the lion
Dear John,4.03,0.0,Goodreads_Real,dear john
The Boys of the Archangel Raphael: A Youth Confraternity in Florence  1411-1785,2.0,0.0,Goodreads_Real,the boys of the archangel raphael a youth confraternity in florence  14111785
The Diary of Virginia Woolf  Volume One: 1915-1919,4.32,0.0,Goodreads_Real,the diary of virginia woolf  volume one 19151919
A Cargo of Women: Susannah Watson and the Convicts of the Princess Royal,3.58,0.0,Goodreads_Real,a cargo of women susannah watson and the convicts of the princess royal
Anne of Green Gables,4.25,0.0,Goodreads_Real,anne of green gables
Three Plays: The Wasps / The Poet and the Women / The Frogs,3.94,0.0,Goodreads_Real,three plays the wasps  the poet and the women  the frogs
When the Lion Feeds (Courtney  #1),4.19,0.0,Goodreads_Real,when the lion feeds courtney  1
The Friday Night Knitting Club (Friday Night Knitting Club  #1),3.42,0.0,Goodreads_Real,the friday night knitting club friday night knitting club  1
????? 15?????,4.25,0.0,Goodreads_Real, 15
Caesar's Women (Masters of Rome  #4),4.25,0.0,Goodreads_Real,caesars women masters of rome  4
Uncommon Carriers,3.95,0.0,Goodreads_Real,uncommon carriers
The Deception of the Emerald Ring (Pink Carnation  #3),3.91,0.0,Goodreads_Real,the deception of the emerald ring pink carnation  3
Everything Bad is Good for You,3.5,0.0,Goodreads_Real,everything bad is good for you
Once A Warrior King: Memories of an Officer in Vietnam,4.27,0.0,Goodreads_Real,once a warrior king memories of an officer in vietnam
Classic Myths to Read Aloud: The Great Stories of Greek and Roman Mythology  Specially Arranged for Children Five and Up by an Educational Expert,4.12,0.0,Goodreads_Real,classic myths to read aloud the great stories of greek and roman mythology  specially arranged for children five and up by an educational expert
Three Stories and a Reflection,3.57,0.0,Goodreads_Real,three stories and a reflection
Moby-Dick; or  The Whale,3.5,0.0,Goodreads_Real,mobydick or  the whale
Black Water,3.54,0.0,Goodreads_Real,black water
The Feynman Lectures on Physics Vols 7-8,4.8,0.0,Goodreads_Real,the feynman lectures on physics vols 78
The Siren Song (Pirates of the Caribbean: Jack Sparrow  #2),3.86,0.0,Goodreads_Real,the siren song pirates of the caribbean jack sparrow  2
The Trial,3.98,0.0,Goodreads_Real,the trial
Prioritizing Web Usability,3.94,0.0,Goodreads_Real,prioritizing web usability
The Complete Odes and Epodes,4.0,0.0,Goodreads_Real,the complete odes and epodes
The Birth of Venus,3.81,0.0,Goodreads_Real,the birth of venus
Dates from Hell,3.78,0.0,Goodreads_Real,dates from hell
Like a Charm,3.48,0.0,Goodreads_Real,like a charm
Middlemarch: An Authoritative Text  Backgrounds  Reviews and Criticism,3.96,0.0,Goodreads_Real,middlemarch an authoritative text  backgrounds  reviews and criticism
Them: Adventures with Extremists,3.95,0.0,Goodreads_Real,them adventures with extremists
Blood Wedding and Yerma,3.84,0.0,Goodreads_Real,blood wedding and yerma
Dragonsinger (Harper Hall  #2),4.28,0.0,Goodreads_Real,dragonsinger harper hall  2
The Secret Garden,4.13,0.0,Goodreads_Real,the secret garden
The Origins of Totalitarianism,4.28,0.0,Goodreads_Real,the origins of totalitarianism
Forever...,3.62,0.0,Goodreads_Real,forever
On Being Ill,4.02,0.0,Goodreads_Real,on being ill
Virgin Earth  (Tradescant  #2),3.62,0.0,Goodreads_Real,virgin earth  tradescant  2
Red  White  and Black: The Peoples of Early North America,3.79,0.0,Goodreads_Real,red  white  and black the peoples of early north america
The Bitten (Vampire Huntress  #4),4.24,0.0,Goodreads_Real,the bitten vampire huntress  4
The Body Farm (Kay Scarpetta  #5),4.05,0.0,Goodreads_Real,the body farm kay scarpetta  5
Invisible Man,3.86,0.0,Goodreads_Real,invisible man
Annals of the Former World,4.34,0.0,Goodreads_Real,annals of the former world
Generation of Swine: Tales of Shame and Degradation in the '80's,3.78,0.0,Goodreads_Real,generation of swine tales of shame and degradation in the 80s
James and the Giant Peach,4.01,0.0,Goodreads_Real,james and the giant peach
"The Mindfulness and Acceptance Workbook for Anxiety: A Guide to Breaking Free from Anxiety, Phobias, and Worry Using Acceptance and Commitment Therapy",4.0,23.89,Scraped_Fictional,the mindfulness and acceptance workbook for anxiety a guide to breaking free from anxiety phobias and worry using acceptance and commitment therapy
William Faulkner: The Sound and the Fury and as I Lay Dying: Essays  Articles  Reviews,3.96,0.0,Goodreads_Real,william faulkner the sound and the fury and as i lay dying essays  articles  reviews
Yours in Food  John Baldessari: with meditations on eating by Paul Auster  David Byrne  Dave Eggers  David Gilbert  Tim Griffin  Andy Grundberg  John Haskell  Michael Kimmelman  Michael More  Glenn O'Brien  Francine Prose  Peter Schjeldahl  Lynne Tillman,4.0,0.0,Goodreads_Real,yours in food  john baldessari with meditations on eating by paul auster  david byrne  dave eggers  david gilbert  tim griffin  andy grundberg  john haskell  michael kimmelman  michael more  glenn obrien  francine prose  peter schjeldahl  lynne tillman
The Mysterious Island (Extraordinary Voyages  #12),4.11,0.0,Goodreads_Real,the mysterious island extraordinary voyages  12
Physics: for Scientists and Engineers with Modern Physics,3.78,0.0,Goodreads_Real,physics for scientists and engineers with modern physics
The Adventures of Sherlock Holmes,4.36,0.0,Goodreads_Real,the adventures of sherlock holmes
Time Twisters,3.36,0.0,Goodreads_Real,time twisters
The Satanic Verses,3.71,0.0,Goodreads_Real,the satanic verses
The Horizontal World: Growing Up Wild in the Middle of Nowhere,3.77,0.0,Goodreads_Real,the horizontal world growing up wild in the middle of nowhere
The Iliad,3.86,0.0,Goodreads_Real,the iliad
Wonder of the World,3.93,0.0,Goodreads_Real,wonder of the world
A Separate War and Other Stories,3.68,0.0,Goodreads_Real,a separate war and other stories
A Life in Letters,4.22,0.0,Goodreads_Real,a life in letters
The Ground Beneath Her Feet,3.79,0.0,Goodreads_Real,the ground beneath her feet
For the Sake of Argument: Essays and Minority Reports,4.16,0.0,Goodreads_Real,for the sake of argument essays and minority reports
Schattenkuss (Meredith Gentry  #1),4.01,0.0,Goodreads_Real,schattenkuss meredith gentry  1
The Cake Book,4.19,0.0,Goodreads_Real,the cake book
Primal Heat (Includes: Breeds  #8.5; Devlin Dynasty  #1; Moon Lust  #1),4.13,0.0,Goodreads_Real,primal heat includes breeds  85 devlin dynasty  1 moon lust  1
Island Of Bones (Louis Kincaid  #5),4.02,0.0,Goodreads_Real,island of bones louis kincaid  5
Animal Liberation,4.25,0.0,Goodreads_Real,animal liberation
Ahora sabréis lo que es correr,3.63,0.0,Goodreads_Real,ahora sabréis lo que es correr
What Life Was Like When Rome Ruled the World: The Roman Empire  100 BC - AD 200 (What Life Was Like),3.85,0.0,Goodreads_Real,what life was like when rome ruled the world the roman empire  100 bc  ad 200 what life was like
Creative Correction: Extraordinary Ideas For Everyday Discipline,3.93,0.0,Goodreads_Real,creative correction extraordinary ideas for everyday discipline
R-T  Margaret  and the Rats of NIMH (Rats of NIMH  #3),3.54,0.0,Goodreads_Real,rt  margaret  and the rats of nimh rats of nimh  3
A Modest Proposal and Other Satirical Works,4.05,0.0,Goodreads_Real,a modest proposal and other satirical works
Road of the Patriarch (Forgotten Realms: The Sellswords  #3),4.19,0.0,Goodreads_Real,road of the patriarch forgotten realms the sellswords  3
A Day in the Life: The Music and Artistry of the Beatles,4.16,0.0,Goodreads_Real,a day in the life the music and artistry of the beatles
The Woman In White,4.0,0.0,Goodreads_Real,the woman in white
Refactoring: Improving the Design of Existing Code,4.24,0.0,Goodreads_Real,refactoring improving the design of existing code
Bleach  Tome 1: The Death and the Strawberry,4.22,0.0,Goodreads_Real,bleach  tome 1 the death and the strawberry
The Umbrella of US Power: The Universal Declaration of Human Rights & the Contradictions of US Policy,3.96,0.0,Goodreads_Real,the umbrella of us power the universal declaration of human rights  the contradictions of us policy
Moose Master (Adam Sharp #5),4.12,0.0,Goodreads_Real,moose master adam sharp 5
E=mc²: A Biography of the World's Most Famous Equation,4.09,0.0,Goodreads_Real,emc² a biography of the worlds most famous equation
Carrie,3.96,0.0,Goodreads_Real,carrie
Purple Cane Road (Dave Robicheaux  #11),4.15,0.0,Goodreads_Real,purple cane road dave robicheaux  11
The Handmaid's Tale,4.11,0.0,Goodreads_Real,the handmaids tale
Snow Falling On Cedars,3.83,0.0,Goodreads_Real,snow falling on cedars
The Enemy (Jack Reacher  #8),4.16,0.0,Goodreads_Real,the enemy jack reacher  8
The Player's Handbook: The Ultimate Guide on Dating and Relationships,3.82,0.0,Goodreads_Real,the players handbook the ultimate guide on dating and relationships
Dear Peter Rabbit,4.13,0.0,Goodreads_Real,dear peter rabbit
The Modern Prince and Other Writings,3.89,0.0,Goodreads_Real,the modern prince and other writings
Fergus and the Night-Demon,3.69,0.0,Goodreads_Real,fergus and the nightdemon
Introducing Camus,3.8,0.0,Goodreads_Real,introducing camus
The Trojan Women and Hippolytus,3.63,0.0,Goodreads_Real,the trojan women and hippolytus
The Compleat Works of Wllm Shkspr (abridged),4.44,0.0,Goodreads_Real,the compleat works of wllm shkspr abridged
JPod,3.69,0.0,Goodreads_Real,jpod
William Shakespeares: Romeo and Juliet (Shakespeare Retellings  #4),3.97,0.0,Goodreads_Real,william shakespeares romeo and juliet shakespeare retellings  4
The Time Machine,3.89,0.0,Goodreads_Real,the time machine
It's Kind of a Funny Story,4.13,0.0,Goodreads_Real,its kind of a funny story
Le Portrait de Dorian Gray,4.08,0.0,Goodreads_Real,le portrait de dorian gray
The Last Castle/Nightwings (Tor Double Novel #15),3.7,0.0,Goodreads_Real,the last castlenightwings tor double novel 15
The Best American Nonrequired Reading 2004,3.86,0.0,Goodreads_Real,the best american nonrequired reading 2004
Star by Star (Star Wars: The New Jedi Order  #9),3.95,0.0,Goodreads_Real,star by star star wars the new jedi order  9
Ein Koch für Mma Ramotswe (No. 1 Ladies' Detective Agency  #3),3.98,0.0,Goodreads_Real,ein koch für mma ramotswe no 1 ladies detective agency  3
My Antonia (Great Plains trilogy #3),3.79,0.0,Goodreads_Real,my antonia great plains trilogy 3
Introducing Mind and Brain (Introducing...),3.54,0.0,Goodreads_Real,introducing mind and brain introducing
Lost Horizon,3.92,0.0,Goodreads_Real,lost horizon
Spy Catcher: The Candid Autobiography of a Senior Intelligence Officer,3.73,0.0,Goodreads_Real,spy catcher the candid autobiography of a senior intelligence officer
Spunk & Bite: A Writer's Guide to Punchier  More Engaging Language & Style,3.9,0.0,Goodreads_Real,spunk  bite a writers guide to punchier  more engaging language  style
The Basketball Diaries,3.95,0.0,Goodreads_Real,the basketball diaries
Revolution in The Valley: The Insanely Great Story of How the Mac Was Made,4.18,0.0,Goodreads_Real,revolution in the valley the insanely great story of how the mac was made
Portraits of Murder: 47 Short Stories Chosen by the Master of Suspense,3.89,0.0,Goodreads_Real,portraits of murder 47 short stories chosen by the master of suspense
Who Moved My Cheese?,3.8,0.0,Goodreads_Real,who moved my cheese
My Lord Eternity (Immortal Rogues  #2),3.73,0.0,Goodreads_Real,my lord eternity immortal rogues  2
Black Hole  tome 3: Visions,4.0,0.0,Goodreads_Real,black hole  tome 3 visions
Tramps Like Us  Volume 12,4.37,0.0,Goodreads_Real,tramps like us  volume 12
3rd Degree,4.02,0.0,Goodreads_Real,3rd degree
Gates of Fire,4.42,0.0,Goodreads_Real,gates of fire
The Calvin And Hobbes:  Tenth Anniversary Book,4.63,0.0,Goodreads_Real,the calvin and hobbes  tenth anniversary book
In the Company of Cheerful Ladies (No. 1 Ladies' Detective Agency  #6),4.08,0.0,Goodreads_Real,in the company of cheerful ladies no 1 ladies detective agency  6
One Matchless Time: A Life of William Faulkner,3.97,0.0,Goodreads_Real,one matchless time a life of william faulkner
The Da Vinci Code (Robert Langdon  #2),3.84,0.0,Goodreads_Real,the da vinci code robert langdon  2
Johnny Cash,3.79,0.0,Goodreads_Real,johnny cash
Owlflight (Owl Mage Trilogy  #1),3.98,0.0,Goodreads_Real,owlflight owl mage trilogy  1
The Last Juror,3.87,0.0,Goodreads_Real,the last juror
The Protector (Cavanaugh #1),3.94,0.0,Goodreads_Real,the protector cavanaugh 1
Thirteen Moons on Turtle's Back,4.08,0.0,Goodreads_Real,thirteen moons on turtles back
Rebecca,4.23,0.0,Goodreads_Real,rebecca
The Perfect Score (It's All About Attitude #5),3.24,0.0,Goodreads_Real,the perfect score its all about attitude 5
Plays Pleasant,3.9,0.0,Goodreads_Real,plays pleasant
Only the Ring Finger Knows: The Ring Finger Falls Silent (Only the Ring Finger Knows #3),4.04,0.0,Goodreads_Real,only the ring finger knows the ring finger falls silent only the ring finger knows 3
From Babylon to Timbuktu: A History of the Ancient Black Races Including the Black Hebrews,4.31,0.0,Goodreads_Real,from babylon to timbuktu a history of the ancient black races including the black hebrews
Everything on a Waffle (Coal Harbour #1),3.72,0.0,Goodreads_Real,everything on a waffle coal harbour 1
Wizard: The Life and Times of Nikola Tesla: Biography of a Genius,3.78,0.0,Goodreads_Real,wizard the life and times of nikola tesla biography of a genius
Tamsin,4.02,0.0,Goodreads_Real,tamsin
About This Life,4.13,0.0,Goodreads_Real,about this life
"Saga, Volume 6 (Saga (Collected Editions) #6)",3.0,25.02,Scraped_Fictional,saga volume 6 saga collected editions 6
V.,3.96,0.0,Goodreads_Real,v
Do Androids Dream Of Electric Sheep?,4.08,0.0,Goodreads_Real,do androids dream of electric sheep
The Politics and The Constitution of Athens,3.98,0.0,Goodreads_Real,the politics and the constitution of athens
The Ends Of The Earth: A Journey At The Dawn Of The 21st Century,4.12,0.0,Goodreads_Real,the ends of the earth a journey at the dawn of the 21st century
The First Four Years  (Little House  #9),3.89,0.0,Goodreads_Real,the first four years  little house  9
A Short History of Modern Philosophy (Routledge Classics),3.8,0.0,Goodreads_Real,a short history of modern philosophy routledge classics
Tales of the Norse Gods,4.05,0.0,Goodreads_Real,tales of the norse gods
Last Man Standing,4.04,0.0,Goodreads_Real,last man standing
Pedro Paramo / El Llano En Llamas,4.29,0.0,Goodreads_Real,pedro paramo  el llano en llamas
Schopenhauer: A Very Short Introduction,3.81,0.0,Goodreads_Real,schopenhauer a very short introduction
Don Quixote: The Ormsby Translation  Revised  Backgrounds and Sources  Criticism,3.87,0.0,Goodreads_Real,don quixote the ormsby translation  revised  backgrounds and sources  criticism
Strangers,4.0,0.0,Goodreads_Real,strangers
El Diablo Cojuelo,3.06,0.0,Goodreads_Real,el diablo cojuelo
Carrie / 'Salem's Lot / The Shining,4.54,0.0,Goodreads_Real,carrie  salems lot  the shining
Ancient Philosophy,3.98,0.0,Goodreads_Real,ancient philosophy
The Adventures of Tom Sawyer and Adventures of Huckleberry Finn,4.08,0.0,Goodreads_Real,the adventures of tom sawyer and adventures of huckleberry finn
"Lumberjanes, Vol. 2: Friendship to the Max (Lumberjanes #5-8)",2.0,46.91,Scraped_Fictional,lumberjanes vol 2 friendship to the max lumberjanes 58
One Hand Clapping,3.82,0.0,Goodreads_Real,one hand clapping
The Custom of the Country,4.03,0.0,Goodreads_Real,the custom of the country
The Decline and Fall of the Roman Empire,3.98,0.0,Goodreads_Real,the decline and fall of the roman empire
The Oedipus Plays of Sophocles: Oedipus the King; Oedipus at Colonus; Antigone,3.97,0.0,Goodreads_Real,the oedipus plays of sophocles oedipus the king oedipus at colonus antigone
Reading the Bible Again for the First Time: Taking the Bible Seriously but Not Literally,4.13,0.0,Goodreads_Real,reading the bible again for the first time taking the bible seriously but not literally
The Fraternity of the Stone (Mortalis  #2),4.16,0.0,Goodreads_Real,the fraternity of the stone mortalis  2
Euripides III: Hecuba / Andromache / The Trojan Women / Ion (Complete Greek Tragedies  #7),4.0,0.0,Goodreads_Real,euripides iii hecuba  andromache  the trojan women  ion complete greek tragedies  7
You Must Remember This,3.76,0.0,Goodreads_Real,you must remember this
The Curious Incident of the Dog in the Night-Time,3.88,0.0,Goodreads_Real,the curious incident of the dog in the nighttime
Perfume: The Story of a Murderer,4.02,0.0,Goodreads_Real,perfume the story of a murderer
Shadows of Yog-Sothoth (Call of Cthulhu RPG),3.9,0.0,Goodreads_Real,shadows of yogsothoth call of cthulhu rpg
Thirteen Moons,3.69,0.0,Goodreads_Real,thirteen moons
Seven Up (Stephanie Plum  #7),4.16,0.0,Goodreads_Real,seven up stephanie plum  7
The Sparrow (The Sparrow  #1),4.16,0.0,Goodreads_Real,the sparrow the sparrow  1
Night Has a Thousand Eyes,3.77,0.0,Goodreads_Real,night has a thousand eyes
Face Off: How to Draw Amazing Caricatures & Comic Portraits,4.02,0.0,Goodreads_Real,face off how to draw amazing caricatures  comic portraits
Betsy Was a Junior (Betsy-Tacy  #7),4.17,0.0,Goodreads_Real,betsy was a junior betsytacy  7
Complications: A Surgeon's Notes on an Imperfect Science,4.26,0.0,Goodreads_Real,complications a surgeons notes on an imperfect science
Dr. Jekyll and Mr. Hyde (Bullseye Chillers),3.81,0.0,Goodreads_Real,dr jekyll and mr hyde bullseye chillers
The Complete Collected Poems,4.42,0.0,Goodreads_Real,the complete collected poems
Atlantic Shift,3.31,0.0,Goodreads_Real,atlantic shift
Strawberry Shortcake Murder (Hannah Swensen  #2),3.85,0.0,Goodreads_Real,strawberry shortcake murder hannah swensen  2
Wildfire (Drinker of Souls: Wild Magic  #2),3.72,0.0,Goodreads_Real,wildfire drinker of souls wild magic  2
Death: The Time of Your Life (Death of the Endless  #2),4.22,0.0,Goodreads_Real,death the time of your life death of the endless  2
Field Guide to Home Buying in America,2.5,0.0,Goodreads_Real,field guide to home buying in america
My Favorite Year: A Collection of Football Writing,3.68,0.0,Goodreads_Real,my favorite year a collection of football writing
Sharp Edges,3.86,0.0,Goodreads_Real,sharp edges
Large Print Heart of the Pride,2.0,19.15,Scraped_Fictional,large print heart of the pride
Night Train to Memphis (Vicky Bliss  #5),4.07,0.0,Goodreads_Real,night train to memphis vicky bliss  5
Anaïs Nin: A Biography,3.99,0.0,Goodreads_Real,anaïs nin a biography
A Damsel in Distress,4.08,0.0,Goodreads_Real,a damsel in distress
The Autograph Man,3.16,0.0,Goodreads_Real,the autograph man
The Conquest of Plassans (Les Rougon-Macquart  #4),3.9,0.0,Goodreads_Real,the conquest of plassans les rougonmacquart  4
Wintersmith (Discworld  #35; Tiffany Aching  #3),4.24,0.0,Goodreads_Real,wintersmith discworld  35 tiffany aching  3
Crown of Shadows (The Coldfire Trilogy  #3),4.17,0.0,Goodreads_Real,crown of shadows the coldfire trilogy  3
Dicey's Song (Tillerman Cycle  #2),3.96,0.0,Goodreads_Real,diceys song tillerman cycle  2
An Inconvenient Truth: The Planetary Emergency of Global Warming and What We Can Do About It,3.77,0.0,Goodreads_Real,an inconvenient truth the planetary emergency of global warming and what we can do about it
Emotionally Weird,3.45,0.0,Goodreads_Real,emotionally weird
Been Down So Long It Looks Like Up To Me,3.8,0.0,Goodreads_Real,been down so long it looks like up to me
For Kicks,4.0,0.0,Goodreads_Real,for kicks
Drina Goes on Tour,4.26,0.0,Goodreads_Real,drina goes on tour
The Boy Who Couldn't Die,3.68,0.0,Goodreads_Real,the boy who couldnt die
Essence and Alchemy: A Natural History of Perfume,4.09,0.0,Goodreads_Real,essence and alchemy a natural history of perfume
The Dark Half,3.77,0.0,Goodreads_Real,the dark half
The Complete Anne of Green Gables Boxed Set (Anne of Green Gables  #1-8),4.43,0.0,Goodreads_Real,the complete anne of green gables boxed set anne of green gables  18
Here We All Are,4.21,0.0,Goodreads_Real,here we all are
Modern Reader's Guide to Dante's the Divine Comedy,4.49,0.0,Goodreads_Real,modern readers guide to dantes the divine comedy
Visiting Mrs Nabokov and Other Excursions,3.7,0.0,Goodreads_Real,visiting mrs nabokov and other excursions
Eyes of Prey (Lucas Davenport  #3),4.18,0.0,Goodreads_Real,eyes of prey lucas davenport  3
Line of Control (Tom Clancy's Op-Center  #8),3.86,0.0,Goodreads_Real,line of control tom clancys opcenter  8
Journey to Ixtlan,4.12,0.0,Goodreads_Real,journey to ixtlan
Sula,3.93,0.0,Goodreads_Real,sula
A Picture Book of Anne Frank,4.18,0.0,Goodreads_Real,a picture book of anne frank
Mystery Walk,3.89,0.0,Goodreads_Real,mystery walk
Matilda,4.31,0.0,Goodreads_Real,matilda
Cybernation (Tom Clancy's Net Force  #6),3.76,0.0,Goodreads_Real,cybernation tom clancys net force  6
Les Larmes d'Icare,3.81,0.0,Goodreads_Real,les larmes dicare
Purpose Driven Life - For Commuters: What on Earth Am I Here For?,3.93,0.0,Goodreads_Real,purpose driven life  for commuters what on earth am i here for
Hands Are Not for Hitting (Ages 4-7),4.04,0.0,Goodreads_Real,hands are not for hitting ages 47
Birds Without Wings,4.16,0.0,Goodreads_Real,birds without wings
The Best American Crime Writing 2006,4.0,0.0,Goodreads_Real,the best american crime writing 2006
The Road to Yesterday (Anne of Green Gables  #9),3.84,0.0,Goodreads_Real,the road to yesterday anne of green gables  9
Cat in the Dark (Joe Grey  #4),4.25,0.0,Goodreads_Real,cat in the dark joe grey  4
Deerskin,3.89,0.0,Goodreads_Real,deerskin
Fire: From A Journal of Love - The Unexpurgated Diary of Anaïs Nin (1934-1937),4.13,0.0,Goodreads_Real,fire from a journal of love  the unexpurgated diary of anaïs nin 19341937
Joe College,3.39,0.0,Goodreads_Real,joe college
Blowback (Scot Harvath  #4),4.18,0.0,Goodreads_Real,blowback scot harvath  4
The Project,1.0,10.65,Scraped_Fictional,the project
Shutting Out the Sky: Life in the Tenements of New York  1880-1924,4.05,0.0,Goodreads_Real,shutting out the sky life in the tenements of new york  18801924
Venetia,4.1,0.0,Goodreads_Real,venetia
A Rose for the Crown,4.02,0.0,Goodreads_Real,a rose for the crown
Acts of Faith,3.94,0.0,Goodreads_Real,acts of faith
Uzumaki: Spiral into Horror  Vol. 2.,4.33,0.0,Goodreads_Real,uzumaki spiral into horror  vol 2
